title,genres,rating,action,film-noir,imax,crime,fantasy,children,comedy,musical,horror,animation,adventure,mystery,romance,documentary,thriller,war,sci-fi,drama,western
The Martian (2015),Adventure|Drama|Sci-Fi,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Kung Fury (2015),Action|Comedy|Fantasy|Sci-Fi,C,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Hunger Games: Mockingjay - Part 2 (2015),Adventure|Sci-Fi,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Self/less (2015),Action|Mystery|Sci-Fi|Thriller,E,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Suicide Squad (2016),Action|Crime|Sci-Fi,E,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi,E,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy,C,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Revenant (2015),Adventure|Drama,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Sicario (2015),Crime|Drama|Mystery,C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Room (2015),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beasts of No Nation (2015),Drama|War,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Silence (2016),Drama|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Just Eat It: A Food Waste Story (2014),Documentary,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Big Short, The (2015)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
World of Tomorrow (2015),Animation|Comedy,A,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10 Cloverfield Lane (2016),Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Who Killed Chea Vichea? (2010),Documentary,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rabbits (2002),Comedy|Drama|Fantasy,C,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Eye in the Sky (2016),Drama|Thriller|War,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Everybody Wants Some (2016),Comedy,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paterson,(no genres listed),A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sausage Party (2016),Animation|Comedy,C,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Captain Fantastic (2016),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Don't Breathe (2016),Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arrival (2016),Sci-Fi,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La La Land (2016),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
The Lego Batman Movie (2017),Action|Animation|Comedy,C,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
John Wick: Chapter Two (2017),Action|Crime|Thriller,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Logan (2017),Action|Sci-Fi,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
It Comes at Night (2017),Horror|Mystery|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Black Mirror: White Christmas (2014),Drama|Horror|Mystery|Sci-Fi|Thriller,A,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
Dunkirk (2017),Action|Drama|Thriller|War,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Blade Runner 2049 (2017),Sci-Fi,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mother! (2017),Drama|Horror|Mystery|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Jumanji: Welcome to the Jungle (2017),Action|Adventure|Children,C,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Shape of Water (2017),Adventure|Drama|Fantasy,C,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Greatest Showman (2017),Drama,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Game Night (2018),Action|Comedy|Crime|Horror,B,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Tomb Raider (2018),Action|Adventure|Fantasy,E,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Deadpool 2 (2018),Action|Comedy|Sci-Fi,C,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Solo: A Star Wars Story (2018),Action|Adventure|Children|Sci-Fi,C,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Gintama: The Movie (2010),Action|Animation|Comedy|Sci-Fi,C,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
